,Unnamed: 0,bug_id,at_1,at_2,at_3,at_4,at_5,at_10,component,assignees,author,chosen,similar_bug,jaccard_score,history_at_1,history_at_2,history_at_3,history_at_4,history_at_5,history_at_6,history_at_7,history_at_8,history_at_9,history_at_10,history_at_1_v,history_at_2_v,history_at_3_v,history_at_4_v,history_at_5_v,history_at_6_v,history_at_7_v,history_at_8_v,history_at_9_v,history_at_10_v,code_at_1,code_at_2,code_at_3,code_at_4,code_at_5,code_at_6,code_at_7,code_at_8,code_at_9,code_at_10,code_at_1_v,code_at_2_v,code_at_3_v,code_at_4_v,code_at_5_v,code_at_6_v,code_at_7_v,code_at_8_v,code_at_9_v,code_at_10_v,api_at_1,api_at_2,api_at_3,api_at_4,api_at_5,api_at_6,api_at_7,api_at_8,api_at_9,api_at_10,api_at_1_v,api_at_2_v,api_at_3_v,api_at_4_v,api_at_5_v,api_at_6_v,api_at_7_v,api_at_8_v,api_at_9_v,api_at_10_v,report_time
317,5991,335677,1,1,1,1,1,1,JDT-Text,Markus Keller,Markus Keller,Markus Keller,6146,0.2,Benno Baumgartner,Martin Aeschlimann,Markus Keller,JDT-Text-Inbox,Dirk Baeumer,Dani Megert,Adam Kiezun,Tobias Widmer,Tom Hofmann,Claude Knaus,1.6915010389343297,1.679157063616339,1.6225259492139932,1.2045048017281614,1.1608667105950157,1.0416819318879431,0.783521775119389,0.7490078614973723,0.586086529181946,0.4863266185584495,Raksha Vasisht,Dani Megert,Markus Keller,Deepak Azad,teicher,Benno Baumgartner,Martin Aeschlimann,Tobias Widmer,Dirk Baeumer,Adam Kiezun,0.4317776889664651,0.3171106601680302,0.26969900488496057,0.1985329361800072,0.18154652619200565,0.1743567028519532,0.17133768719429945,0.15917211082173646,0.15341723905855892,0.14900594008313542,Markus Keller,Dani Megert,Raksha Vasisht,Martin Aeschlimann,Deepak Azad,Benno Baumgartner,Tobias Widmer,teicher,Dirk Baeumer,Claude Knaus,169.62416810714288,110.8374954828912,56.85410019099876,55.38621446862668,50.077432835352475,41.133160966742224,36.934975706097205,33.52380271024276,30.788377876969317,27.83582983086846,2011-01-28 11:55:50
195,5869,316155,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,28547,0.2727272727272727,Markus Keller,Dani Megert,JDT-UI-Inbox,Martin Aeschlimann,Benno Baumgartner,Dirk Baeumer,Tobias Widmer,Erich Gamma,Adam Kiezun,Kai-Uwe Maetzel,2.1061593475666927,1.6598818944803977,1.6576666459842253,1.5712027610778578,1.1655899761618556,1.0198027240468313,1.0087896122790314,0.8679031415977659,0.80056926799471,0.7282674489627232,Dani Megert,Markus Keller,Raksha Vasisht,Deepak Azad,Benno Baumgartner,Martin Aeschlimann,teicher,Tobias Widmer,Erich Gamma,Dirk Baeumer,0.5252494045022751,0.5116413410251999,0.3944250899407333,0.2174231859757643,0.20018422592576213,0.19624870050808385,0.17672530274382225,0.17544762835744862,0.1709130038893489,0.16508059672597558,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Erich Gamma,Dirk Baeumer,Tobias Widmer,teicher,Adam Kiezun,Christof Marti,152.0312174342327,146.52155155841157,65.05204893209049,57.12877345360402,45.62912742190576,42.567604891265404,40.873222423596296,37.766301557653094,36.630233654553145,33.21364269930317,2010-06-08 15:07:19
454,6128,373885,1,1,1,1,1,1,JDT-UI,Dani Megert,Dani Megert,Dani Megert,239647,0.10559006211180123,Martin Aeschlimann,Dani Megert,Markus Keller,Benno Baumgartner,JDT-UI-Inbox,Dirk Baeumer,Tobias Widmer,Erich Gamma,Tom Hofmann,Adam Kiezun,21.52461935643853,18.259744244557236,16.431806271144062,15.526216084514859,14.086922088691725,12.125031486456333,11.523300709622012,8.21162218366414,6.506378849270604,5.906583063999822,Dani Megert,Markus Keller,Deepak Azad,Martin Aeschlimann,Tobias Widmer,teicher,Adam Kiezun,Benno Baumgartner,Dirk Baeumer,Erich Gamma,5.5887673745286826,5.423327020381318,3.3970271347899264,2.689957197929505,2.4945482219626203,2.2070877348632707,2.1736714071751013,2.145088118482422,2.0993079640041823,1.8906533922674016,Markus Keller,Deepak Azad,Martin Aeschlimann,Dani Megert,Benno Baumgartner,Tobias Widmer,teicher,Dirk Baeumer,Erich Gamma,Kai-Uwe Maetzel,455.1891238008498,217.99013436410684,160.79612889557302,149.4356339697371,85.94564894718218,75.49295121822325,68.26125649669129,64.39856817677679,49.060898263730444,39.293670955235065,2012-03-11 12:23:01
583,6257,411841,1,1,1,1,1,1,JDT-UI,Markus Keller,Thirumala Reddy Mutchukota,Markus Keller,154103,0.04667328699106256,Martin Aeschlimann,JDT-UI-Inbox,Dirk Baeumer,Markus Keller,Dani Megert,Benno Baumgartner,Tobias Widmer,Erich Gamma,Tom Hofmann,Adam Kiezun,303.8762802515533,237.856710465866,223.89321721551232,165.50008506044568,160.54057250641813,118.0559090500385,115.4570580392634,96.63149936079063,86.44422107119304,69.86269410392772,Noopur Gupta,Markus Keller,Dani Megert,Manju Mathew,Dirk Baeumer,Martin Aeschlimann,Erich Gamma,teicher,Benno Baumgartner,Tobias Widmer,47.36938814419398,43.794132945248315,34.59023678120786,30.267009908382985,16.81758060005904,15.872639134505317,14.094236230593125,13.984390697668907,13.744992476585445,13.699684930366228,Dani Megert,Benno Baumgartner,Markus Keller,Noopur Gupta,Martin Aeschlimann,Tobias Widmer,Deepak Azad,teicher,Dirk Baeumer,Adam Kiezun,229.222872952454,187.26555310562682,184.36789371740647,170.52267729683803,87.82756397316444,64.20657434737015,57.50916625822271,50.44008519352918,48.661116116833725,44.61431029524589,2013-06-27 23:03:40
459,6133,374264,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,159157,0.14049586776859505,Martin Aeschlimann,Markus Keller,Benno Baumgartner,JDT-UI-Inbox,Tobias Widmer,Dani Megert,Dirk Baeumer,Tom Hofmann,Claude Knaus,Adam Kiezun,29.832001077124467,29.1667459509092,28.990806229570467,23.691867940609427,21.49297732016085,17.10526064198025,16.685982650300936,13.948728391300307,11.91278977007077,8.0666412219592,Marcel Bruch,Dani Megert,Markus Keller,Deepak Azad,Raksha Vasisht,teicher,Martin Aeschlimann,Tobias Widmer,Adam Kiezun,Benno Baumgartner,18.437445448074705,17.84314654769009,15.126037512969715,11.976161381933466,3.5726934673651423,3.3532471354364763,2.9980936978771733,2.9648421480926883,2.794263990736961,2.7796958530875484,Dani Megert,Markus Keller,Benno Baumgartner,Deepak Azad,Martin Aeschlimann,Tobias Widmer,teicher,Dirk Baeumer,Marcel Bruch,Adam Kiezun,411.4724321899837,369.25625235924963,198.38197110008616,180.31254227356877,102.23130809829875,73.86414271388476,60.398571977682884,56.91453333534407,54.34785794734685,51.68995829089979,2012-03-14 16:03:26
337,6011,338373,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,232773,0.2857142857142857,Martin Aeschlimann,JDT-UI-Inbox,Dani Megert,Markus Keller,Dirk Baeumer,Tobias Widmer,Benno Baumgartner,Tom Hofmann,Erich Gamma,Kai-Uwe Maetzel,5.032391986764568,4.35528145917996,3.4715157834654153,1.9905491305432892,1.7586817758601176,1.0700684915639298,0.7891479433281476,0.5837225191623906,0.5404111139520715,0.4391037887355656,Markus Keller,Dani Megert,Martin Aeschlimann,Raksha Vasisht,Deepak Azad,teicher,Kai-Uwe Maetzel,Benno Baumgartner,Tobias Widmer,Dirk Baeumer,1.5099971255491171,0.7127156869109627,0.6978411300792476,0.4551082191821241,0.4511524558479169,0.3186506036531686,0.2903419467191057,0.2740948347864118,0.25864432800544024,0.2456455653498591,Markus Keller,Dani Megert,Martin Aeschlimann,Deepak Azad,Benno Baumgartner,Tobias Widmer,Dirk Baeumer,teicher,Darin Wright,Adam Kiezun,401.8293330216864,377.4952335534632,187.65197531206886,179.7711978352087,113.72854837089416,91.1977679984,87.00859079399565,86.17465956929605,77.49613474975233,73.0701619291652,2011-02-28 09:01:53
83,5757,300536,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,241193,0.05729166666666665,Markus Keller,Tobias Widmer,Tom Hofmann,Dani Megert,Martin Aeschlimann,Benno Baumgartner,JDT-UI-Inbox,Dirk Baeumer,Adam Kiezun,Kai-Uwe Maetzel,216.7631204357681,202.8113033574384,165.10227677433676,164.26812583466602,128.33713782215398,124.2334422832998,122.54574881687212,87.84819655471,48.52507177672568,47.418957672137935,Dani Megert,Markus Keller,teicher,Martin Aeschlimann,Dirk Baeumer,Tobias Widmer,Raksha Vasisht,Benno Baumgartner,Erich Gamma,Kai-Uwe Maetzel,76.11069399156159,74.85116025415702,21.673459436475333,18.576049467030398,16.626525798632418,14.538740562337013,13.805759837499226,13.672141354982939,11.483441973159893,11.340911182377749,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,teicher,Dirk Baeumer,Erich Gamma,Kai-Uwe Maetzel,Adam Kiezun,674.8045294913007,490.6219773505389,187.00244195594226,113.43812490458198,87.59370271956112,81.91525846688863,71.85074576145055,53.95576267948247,43.7804184535781,43.557619105803916,2010-01-22 19:01:04
86,5760,300805,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,241193,0.05829596412556054,Markus Keller,Tobias Widmer,Dani Megert,Tom Hofmann,Benno Baumgartner,Martin Aeschlimann,JDT-UI-Inbox,Dirk Baeumer,Adam Kiezun,Erich Gamma,214.0265946843198,201.74594517735352,166.02200970601294,164.6641653767467,138.67898882026012,127.16475012967979,119.31848108206785,83.52655860454722,49.4689241901004,46.91813863610426,Markus Keller,Dani Megert,Raksha Vasisht,teicher,Martin Aeschlimann,Dirk Baeumer,Benno Baumgartner,Tobias Widmer,Erich Gamma,Kai-Uwe Maetzel,92.81584264619984,66.60890958241804,39.60553206226879,21.69945053456612,18.099971716389785,15.79881801091986,14.850403429299636,14.06211029559775,11.471339406205097,11.179658210080552,Dani Megert,Markus Keller,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,teicher,Dirk Baeumer,Erich Gamma,Kai-Uwe Maetzel,Adam Kiezun,949.2291009042551,730.7909315498047,186.86770990237488,113.17791782378555,87.55818517015003,81.83522983174859,71.83069231703695,53.9450720968845,43.77219811815051,43.552768453773886,2010-01-26 13:14:44
344,6018,338731,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,94789,0.25,Martin Aeschlimann,Benno Baumgartner,Dani Megert,Markus Keller,JDT-UI-Inbox,Tom Hofmann,Dirk Baeumer,Tobias Widmer,Erich Gamma,Deepak Azad,3.033184841479692,2.5251066142402028,2.4792871918617125,2.4710020261974743,2.0041077526181343,1.8893133687624948,1.741835671479277,1.5339821469150523,1.2298125878086836,1.0042500051348389,Markus Keller,Raksha Vasisht,Dani Megert,Deepak Azad,teicher,Martin Aeschlimann,Dirk Baeumer,Claude Knaus,Kai-Uwe Maetzel,Adam Kiezun,57.18402133299864,1.7223697092959196,1.6536205212572124,1.0200406217528128,0.3563260938920453,0.3353486062908808,0.3051179739458384,0.3020199973034195,0.2984776019986444,0.2894477064215437,Markus Keller,Dani Megert,Martin Aeschlimann,Deepak Azad,Benno Baumgartner,Dirk Baeumer,Raksha Vasisht,Adam Kiezun,Tobias Widmer,teicher,5162.964137389034,616.1958713764018,268.94731683434617,130.1839064686289,115.28964226715132,111.22912047050413,103.09739958673543,90.66997310793025,85.80235787354059,77.1960890507218,2011-03-02 20:32:16
89,5763,300981,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,25129,0.42857142857142855,Markus Keller,Benno Baumgartner,Dani Megert,Adam Kiezun,JDT-UI-Inbox,Martin Aeschlimann,Tobias Widmer,Dirk Baeumer,Tom Hofmann,Claude Knaus,1.9156387266545583,1.2622788275285712,1.2305261290934972,1.0496169233300017,1.0494585000589602,0.9469289959640106,0.8663354911591006,0.7402030165765779,0.4947509000769305,0.2919944171511832,Raksha Vasisht,Dani Megert,Markus Keller,Benno Baumgartner,Martin Aeschlimann,Tobias Widmer,Dirk Baeumer,Adam Kiezun,teicher,Kai-Uwe Maetzel,0.4371259945797708,0.3774357415306542,0.2860294393621225,0.18522228701461926,0.16993121887181245,0.1562002186276605,0.15174905466707034,0.14580214190416374,0.09501017668019904,0.07914157813333714,Dani Megert,Markus Keller,Martin Aeschlimann,Adam Kiezun,Benno Baumgartner,Darin Wright,Dirk Baeumer,Tobias Widmer,teicher,Erich Gamma,422.77922709247736,416.108025093945,96.32947631952572,89.16994806286085,79.37787116615009,60.20925086419077,59.76468598369885,45.967592185613725,45.19973179563858,39.962237495711754,2010-01-27 13:01:32
95,5769,302581,1,1,1,1,1,1,JDT-Text,Dani Megert,Dani Megert,Dani Megert,27512,0.0958904109589041,Martin Aeschlimann,Dani Megert,Markus Keller,Dirk Baeumer,JDT-Text-Inbox,Benno Baumgartner,Erich Gamma,Tobias Widmer,Tom Hofmann,Adam Kiezun,11.616395179605913,11.247902557736108,11.213107481808358,7.684223532577263,6.929579581296734,6.633833827326227,5.676952576163703,5.658332373915905,3.857203615227404,3.645758820248616,Dani Megert,Markus Keller,Martin Aeschlimann,Dirk Baeumer,Tobias Widmer,Erich Gamma,Adam Kiezun,teicher,Benno Baumgartner,Kai-Uwe Maetzel,3.7459110820537935,3.5151918718920565,1.9985485127755065,1.812707051918764,1.6139369452757388,1.3764687940850548,1.3154376484988748,1.281275648494017,1.2550127884980908,1.1558426663507109,Dani Megert,Markus Keller,Martin Aeschlimann,Benno Baumgartner,Dirk Baeumer,Adam Kiezun,Tobias Widmer,teicher,Darin Wright,Kai-Uwe Maetzel,328.9277520625509,267.6577515925104,267.0537690991817,125.74168884014885,112.344136620382,95.57523900360272,87.79543293460276,75.60212979353257,62.72980944389482,59.37073992052174,2010-02-11 14:05:11
97,5771,303155,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,33737,0.12121212121212123,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,JDT-UI-Inbox,Tobias Widmer,Dirk Baeumer,Adam Kiezun,Erich Gamma,Tom Hofmann,6.456917171403974,6.238811770912247,5.985686190499407,5.18187551801631,4.838063932754234,4.509663940589347,3.8472798081328974,2.4670135800741853,2.0688537164317817,1.642201510847347,Markus Keller,Dani Megert,Benno Baumgartner,Martin Aeschlimann,Tobias Widmer,teicher,Dirk Baeumer,Andre Weinand,Erich Gamma,Kai-Uwe Maetzel,2.2998262534673892,1.9852999290943316,0.8155919314843488,0.7639994992307404,0.6573967197773729,0.6411377087942168,0.6288630114839315,0.609617229292576,0.6055065857637587,0.5967458167094065,Dani Megert,Markus Keller,Martin Aeschlimann,Adam Kiezun,Benno Baumgartner,Dirk Baeumer,Darin Wright,Tobias Widmer,teicher,Erich Gamma,243.82443688258786,150.89901069253955,108.4240520373489,93.97693229590672,79.32362116371097,64.29768662942253,60.16838184498689,47.191518595282716,44.82097430124573,39.888822123593506,2010-02-18 08:13:04
