,Unnamed: 0,bug_id,at_1,at_2,at_3,at_4,at_5,at_10,component,assignees,author,chosen,similar_bug,jaccard_score,history_at_1,history_at_2,history_at_3,history_at_4,history_at_5,history_at_6,history_at_7,history_at_8,history_at_9,history_at_10,history_at_1_v,history_at_2_v,history_at_3_v,history_at_4_v,history_at_5_v,history_at_6_v,history_at_7_v,history_at_8_v,history_at_9_v,history_at_10_v,code_at_1,code_at_2,code_at_3,code_at_4,code_at_5,code_at_6,code_at_7,code_at_8,code_at_9,code_at_10,code_at_1_v,code_at_2_v,code_at_3_v,code_at_4_v,code_at_5_v,code_at_6_v,code_at_7_v,code_at_8_v,code_at_9_v,code_at_10_v,api_at_1,api_at_2,api_at_3,api_at_4,api_at_5,api_at_6,api_at_7,api_at_8,api_at_9,api_at_10,api_at_1_v,api_at_2_v,api_at_3_v,api_at_4_v,api_at_5_v,api_at_6_v,api_at_7_v,api_at_8_v,api_at_9_v,api_at_10_v,report_time
49,5723,296589,1,1,1,1,1,1,JDT-Text,Dani Megert,Dani Megert,Dani Megert,162573,0.07518796992481203,Dani Megert,Markus Keller,Benno Baumgartner,Martin Aeschlimann,JDT-Text-Inbox,Dirk Baeumer,Tobias Widmer,Erich Gamma,Tom Hofmann,Adam Kiezun,46.60163610212317,46.14149319105964,40.57342099824093,34.84342631660365,33.205257224745324,25.021477996567906,18.84456641914716,16.421776287452367,15.590216239232063,11.712573889863727,Dani Megert,Markus Keller,Benno Baumgartner,Martin Aeschlimann,teicher,Dirk Baeumer,Tobias Widmer,Kai-Uwe Maetzel,Erich Gamma,Adam Kiezun,20.965084732546728,15.525087782450626,5.816522256056741,4.517891582592714,4.134441586243098,3.896734389773514,3.4831011771757194,3.3957004974728213,3.372006291722827,3.0935787091862017,Markus Keller,Dani Megert,Benno Baumgartner,Martin Aeschlimann,teicher,Tobias Widmer,Dirk Baeumer,Raksha Vasisht,Adam Kiezun,Erich Gamma,244331.8821406085,152702.87994434155,60213.67962465287,42135.780953055735,31302.377884563863,30904.89011869679,29271.56789922329,28191.015243425158,25861.051561082368,23889.66439087676,2009-12-01 17:07:47
50,5724,296781,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,27483,0.06779661016949153,Martin Aeschlimann,Markus Keller,Grant Gayed,Dirk Baeumer,Dani Megert,Tobias Widmer,Benno Baumgartner,JDT-UI-Inbox,Tom Hofmann,Adam Kiezun,13.269918569817607,11.714013592428042,9.626405234090774,9.14306502664134,8.649121930343027,8.070744585871044,7.945557792842858,7.411324302474818,5.179339824594816,2.817266838620837,Dani Megert,Markus Keller,Martin Aeschlimann,Benno Baumgartner,Dirk Baeumer,Adam Kiezun,Tobias Widmer,teicher,Kai-Uwe Maetzel,Erich Gamma,4.862759633127904,4.730131176463448,3.6185926610186647,1.8378244737888405,1.3860520381941126,1.3179087090194614,1.2709066112508012,1.2367855342352685,1.0907376292867534,1.0705375112979485,Dani Megert,Markus Keller,Benno Baumgartner,Martin Aeschlimann,Raksha Vasisht,teicher,Tobias Widmer,Dirk Baeumer,Adam Kiezun,Erich Gamma,720799.7837996517,437729.62380985677,95395.63900179169,88919.84588859619,79187.31310700909,69438.90701249003,63638.70168351517,61698.24971008638,54165.209747791785,47532.0861317804,2009-12-03 10:04:31
443,6117,369558,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,42639,0.29411764705882354,Martin Aeschlimann,Markus Keller,Benno Baumgartner,Dani Megert,JDT-UI-Inbox,Dirk Baeumer,Tobias Widmer,Tom Hofmann,Erich Gamma,Adam Kiezun,2.1769209607991518,2.1717256625084023,1.8795365040813798,1.8745873362414551,1.5268818107858222,1.4304532183833505,1.1751131505875676,1.0084730453661217,0.9844814347584844,0.8499155197215161,Deepak Azad,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Raksha Vasisht,teicher,Tobias Widmer,Dirk Baeumer,Erich Gamma,1.6529325026327857,1.1704607833926803,0.5321061251752597,0.28126196084010235,0.28113573793532165,0.2694186408880829,0.26642555891295616,0.2663985272843653,0.25236390341352016,0.2484055667399821,Dani Megert,Markus Keller,Deepak Azad,Martin Aeschlimann,Raksha Vasisht,Benno Baumgartner,Tobias Widmer,Dirk Baeumer,teicher,Adam Kiezun,2427817.050598641,757623.9807390533,318019.46432231145,66518.36487110156,64872.69470141241,59058.89461930388,51682.82509120888,51652.61430411473,49173.725450854385,46661.83179921255,2012-01-24 17:24:16
576,6250,410830,1,1,1,1,1,1,JDT-Text,Dani Megert,Dani Megert,Dani Megert,64105,0.14545454545454545,Dani Megert,Martin Aeschlimann,JDT-Text-Inbox,Markus Keller,Tobias Widmer,Dirk Baeumer,Tom Hofmann,Benno Baumgartner,Erich Gamma,Adam Kiezun,8.120454952057901,6.505869422684608,5.48421375409127,4.877616368387089,4.569494260382403,4.179251675274957,3.6485863519203394,3.555245458748995,2.493843686955961,2.40831669978523,Noopur Gupta,Markus Keller,Dani Megert,Manju Mathew,teicher,Tobias Widmer,Deepak Azad,Dirk Baeumer,Claude Knaus,Stephan Herrmann,2.381514530569941,2.1707245197875418,1.66639402494375,1.6411471185988131,0.8834083579557989,0.8455952060327065,0.8000641682890852,0.7917757159552552,0.7073129367497552,0.6318611290598408,Markus Keller,Noopur Gupta,Dani Megert,Stephan Herrmann,Deepak Azad,Martin Aeschlimann,Manju Mathew,Lars Vogel,Benno Baumgartner,Tobias Widmer,5822.973734447573,5645.399587076722,1757.1773381435955,873.8117692516937,700.8186397229297,619.9895531285372,598.7565940218287,589.3578704385877,561.1278142565675,553.698769656473,2013-06-14 15:30:38
454,6128,373885,1,1,1,1,1,1,JDT-UI,Dani Megert,Dani Megert,Dani Megert,239647,0.10559006211180123,Martin Aeschlimann,Dani Megert,Markus Keller,Benno Baumgartner,JDT-UI-Inbox,Dirk Baeumer,Tobias Widmer,Erich Gamma,Tom Hofmann,Adam Kiezun,21.52461935643853,18.259744244557236,16.431806271144062,15.526216084514859,14.086922088691725,12.125031486456333,11.523300709622012,8.21162218366414,6.506378849270604,5.906583063999822,Dani Megert,Markus Keller,Deepak Azad,Martin Aeschlimann,Tobias Widmer,teicher,Adam Kiezun,Benno Baumgartner,Dirk Baeumer,Erich Gamma,5.5887673745286826,5.423327020381318,3.3970271347899264,2.689957197929505,2.4945482219626203,2.2070877348632707,2.1736714071751013,2.145088118482422,2.0993079640041823,1.8906533922674016,Markus Keller,Deepak Azad,Dani Megert,Raksha Vasisht,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,teicher,Dirk Baeumer,Adam Kiezun,323339.5309487295,252259.4337625097,117702.16008585285,49177.733314583915,48742.10652106682,45144.523304599,40875.54424777303,39266.28256855289,39208.27797324713,35868.43367019676,2012-03-11 12:23:01
583,6257,411841,1,1,1,1,1,1,JDT-UI,Markus Keller,Thirumala Reddy Mutchukota,Markus Keller,154103,0.04667328699106256,Martin Aeschlimann,JDT-UI-Inbox,Dirk Baeumer,Markus Keller,Dani Megert,Benno Baumgartner,Tobias Widmer,Erich Gamma,Tom Hofmann,Adam Kiezun,303.8762802515533,237.856710465866,223.89321721551232,165.50008506044568,160.54057250641813,118.0559090500385,115.4570580392634,96.63149936079063,86.44422107119304,69.86269410392772,Noopur Gupta,Markus Keller,Dani Megert,Manju Mathew,Dirk Baeumer,Martin Aeschlimann,Erich Gamma,teicher,Benno Baumgartner,Tobias Widmer,47.36938814419398,43.794132945248315,34.59023678120786,30.267009908382985,16.81758060005904,15.872639134505317,14.094236230593125,13.984390697668907,13.744992476585445,13.699684930366228,Dani Megert,Noopur Gupta,Markus Keller,Deepak Azad,Benno Baumgartner,Manju Mathew,Stephan Herrmann,Martin Aeschlimann,Tobias Widmer,Dirk Baeumer,165754.30524258685,154552.01506732235,88375.33339145742,25644.956692958636,25246.31518014245,24160.451631937267,23445.05150154056,22070.123610319995,17926.512548559218,17232.169013487546,2013-06-27 23:03:40
75,5749,299127,1,1,1,1,1,1,JDT-UI,Dani Megert,Dani Megert,Dani Megert,234361,0.11956521739130435,JDT-UI-Inbox,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Dirk Baeumer,Tobias Widmer,Tom Hofmann,Erich Gamma,Adam Kiezun,24.70447499219759,21.86939704892508,21.459757455577666,18.37509555559648,13.771292310334516,11.466127577492864,10.128680870526576,8.226912801360543,7.612511156510943,7.450148747073017,Dani Megert,Markus Keller,Martin Aeschlimann,teicher,Benno Baumgartner,Tobias Widmer,Dirk Baeumer,Erich Gamma,Adam Kiezun,Raksha Vasisht,25.56168167057218,10.193224661958144,2.9593975314442957,2.7128474103020017,2.573234236061735,2.3529719376699205,2.0414639034221462,1.9700897498298653,1.9095948895959964,1.8293378017401172,Markus Keller,Dani Megert,Benno Baumgartner,Martin Aeschlimann,teicher,Tobias Widmer,Dirk Baeumer,Adam Kiezun,Raksha Vasisht,Erich Gamma,2706962.52766891,1322103.4914504571,91395.80416256037,88029.11919519377,68061.3748776003,63401.385131802715,61531.807212963075,54017.779977655,48010.94200528277,47476.254413105715,2010-01-08 13:35:03
459,6133,374264,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,159157,0.14049586776859505,Martin Aeschlimann,Markus Keller,Benno Baumgartner,JDT-UI-Inbox,Tobias Widmer,Dani Megert,Dirk Baeumer,Tom Hofmann,Claude Knaus,Adam Kiezun,29.832001077124467,29.1667459509092,28.990806229570467,23.691867940609427,21.49297732016085,17.10526064198025,16.685982650300936,13.948728391300307,11.91278977007077,8.0666412219592,Marcel Bruch,Dani Megert,Markus Keller,Deepak Azad,Raksha Vasisht,teicher,Martin Aeschlimann,Tobias Widmer,Adam Kiezun,Benno Baumgartner,18.437445448074705,17.84314654769009,15.126037512969715,11.976161381933466,3.5726934673651423,3.3532471354364763,2.9980936978771733,2.9648421480926883,2.794263990736961,2.7796958530875484,Dani Megert,Markus Keller,Deepak Azad,Marcel Bruch,Benno Baumgartner,Martin Aeschlimann,Tobias Widmer,Dirk Baeumer,Raksha Vasisht,teicher,416431.8755611955,272147.9938412845,117432.1367169222,73560.42774717009,33147.773339198684,29753.754407376666,24000.056225611464,23218.700295483643,22809.86566724312,21993.271444238882,2012-03-14 16:03:26
461,6135,374920,1,1,1,1,1,1,JDT-UI,Dani Megert,Dani Megert,Dani Megert,157812,0.1153846153846154,Martin Aeschlimann,Dani Megert,Benno Baumgartner,JDT-UI-Inbox,Markus Keller,Dirk Baeumer,Tom Hofmann,Adam Kiezun,Erich Gamma,Tobias Widmer,8.225187024861146,6.358645071056152,6.1686526003957995,5.501828024175016,5.354112463530466,4.237627798689592,3.9197655716081536,3.294849878395482,3.2116098860575755,2.8715484280562698,Dani Megert,Markus Keller,Deepak Azad,Martin Aeschlimann,teicher,Dirk Baeumer,Benno Baumgartner,Szymon Ptaszkiewicz,Tobias Widmer,Erich Gamma,5.9690680628633235,3.718600543797887,2.681455113647801,1.0884629765435945,1.076803922369196,0.9326492488402226,0.8871055523686818,0.8315713087378402,0.7385506885521841,0.7178754287353126,Markus Keller,Dani Megert,Deepak Azad,Benno Baumgartner,Martin Aeschlimann,Tobias Widmer,Dirk Baeumer,Raksha Vasisht,teicher,Adam Kiezun,337723.6104247092,165635.6794441939,86944.25578435343,33107.001284436126,29724.50237303856,23984.810228950948,23206.455821321826,22503.415414827137,21973.1221773036,21008.748627814974,2012-03-21 15:01:51
86,5760,300805,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,241193,0.05829596412556054,Markus Keller,Tobias Widmer,Dani Megert,Tom Hofmann,Benno Baumgartner,Martin Aeschlimann,JDT-UI-Inbox,Dirk Baeumer,Adam Kiezun,Erich Gamma,214.0265946843198,201.74594517735352,166.02200970601294,164.6641653767467,138.67898882026012,127.16475012967979,119.31848108206785,83.52655860454722,49.4689241901004,46.91813863610426,Markus Keller,Dani Megert,Raksha Vasisht,teicher,Martin Aeschlimann,Dirk Baeumer,Benno Baumgartner,Tobias Widmer,Erich Gamma,Kai-Uwe Maetzel,92.81584264619984,66.60890958241804,39.60553206226879,21.69945053456612,18.099971716389785,15.79881801091986,14.850403429299636,14.06211029559775,11.471339406205097,11.179658210080552,Dani Megert,Markus Keller,Benno Baumgartner,Raksha Vasisht,Martin Aeschlimann,teicher,Tobias Widmer,Dirk Baeumer,Adam Kiezun,Erich Gamma,839424.4167891837,323724.5753243266,32069.924936967887,31535.942415245947,30666.586572937533,24898.065161933082,23114.70576314977,21597.82250974268,18907.165770471143,16986.109730935783,2010-01-26 13:14:44
220,5894,319689,1,1,1,1,1,1,JDT-UI,Dani Megert,Dani Megert,Dani Megert,96799,0.05429864253393665,Dani Megert,Martin Aeschlimann,JDT-UI-Inbox,Markus Keller,Benno Baumgartner,Dirk Baeumer,Tom Hofmann,Tobias Widmer,Erich Gamma,Kai-Uwe Maetzel,72.7117203738759,69.56424584266655,58.284746111859754,57.29911140597631,42.54522116763677,41.932766148324866,36.09996175049871,35.607841490284606,32.50971847550047,23.498383556804324,Markus Keller,Dani Megert,Deepak Azad,Martin Aeschlimann,Raksha Vasisht,Benno Baumgartner,teicher,Dirk Baeumer,Kai-Uwe Maetzel,Tobias Widmer,18.314390730263625,17.617906533259944,9.935231198428427,8.103297007165885,8.079621310852803,6.161532724355482,6.067918763297478,5.7001962803793935,5.638256062911132,5.260380564020701,Markus Keller,Dani Megert,Deepak Azad,Benno Baumgartner,Martin Aeschlimann,teicher,Tobias Widmer,Dirk Baeumer,Adam Kiezun,Raksha Vasisht,100364.27849065447,77600.06627356735,33314.17331653668,27535.415463909292,27155.374305872105,22477.03938835772,21651.43065964705,20819.1776256249,18767.30940664077,17541.661460582378,2010-07-13 11:51:35
97,5771,303155,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,33737,0.12121212121212123,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,JDT-UI-Inbox,Tobias Widmer,Dirk Baeumer,Adam Kiezun,Erich Gamma,Tom Hofmann,6.456917171403974,6.238811770912247,5.985686190499407,5.18187551801631,4.838063932754234,4.509663940589347,3.8472798081328974,2.4670135800741853,2.0688537164317817,1.642201510847347,Markus Keller,Dani Megert,Benno Baumgartner,Martin Aeschlimann,Tobias Widmer,teicher,Dirk Baeumer,Andre Weinand,Erich Gamma,Kai-Uwe Maetzel,2.2998262534673892,1.9852999290943316,0.8155919314843488,0.7639994992307404,0.6573967197773729,0.6411377087942168,0.6288630114839315,0.609617229292576,0.6055065857637587,0.5967458167094065,Dani Megert,Markus Keller,Benno Baumgartner,Martin Aeschlimann,teicher,Raksha Vasisht,Tobias Widmer,Dirk Baeumer,Adam Kiezun,Erich Gamma,120965.5794206266,69803.6843140703,27420.408973307665,25845.113017768614,21968.209985753492,20215.33746590614,20001.81417267441,19102.65202559364,17553.041595995033,15140.068579845143,2010-02-18 08:13:04
