,Unnamed: 0,bug_id,at_1,at_2,at_3,at_4,at_5,at_10,component,assignees,author,chosen,similar_bug,jaccard_score,history_at_1,history_at_2,history_at_3,history_at_4,history_at_5,history_at_6,history_at_7,history_at_8,history_at_9,history_at_10,history_at_1_v,history_at_2_v,history_at_3_v,history_at_4_v,history_at_5_v,history_at_6_v,history_at_7_v,history_at_8_v,history_at_9_v,history_at_10_v,code_at_1,code_at_2,code_at_3,code_at_4,code_at_5,code_at_6,code_at_7,code_at_8,code_at_9,code_at_10,code_at_1_v,code_at_2_v,code_at_3_v,code_at_4_v,code_at_5_v,code_at_6_v,code_at_7_v,code_at_8_v,code_at_9_v,code_at_10_v,api_at_1,api_at_2,api_at_3,api_at_4,api_at_5,api_at_6,api_at_7,api_at_8,api_at_9,api_at_10,api_at_1_v,api_at_2_v,api_at_3_v,api_at_4_v,api_at_5_v,api_at_6_v,api_at_7_v,api_at_8_v,api_at_9_v,api_at_10_v,report_time
50,5724,296781,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,27491,0.06779661016949153,Martin Aeschlimann,Markus Keller,Benno Baumgartner,Tobias Widmer,Dirk Baeumer,Grant Gayed,JDT-UI-Inbox,Dani Megert,Adam Kiezun,Erich Gamma,17.023803282424947,13.221038302163029,12.312819397626207,10.61140859728093,10.139110970430306,9.394143123854835,8.706922338532564,6.822169982694497,3.4600115279953125,3.4234903972970425,Dani Megert,Markus Keller,Martin Aeschlimann,Benno Baumgartner,Dirk Baeumer,Adam Kiezun,Tobias Widmer,teicher,Kai-Uwe Maetzel,Erich Gamma,4.20009751232171,4.12420327409303,3.2893437960685374,1.6109777407480435,1.2094073564901804,1.1508424957907857,1.0989524661636274,1.0685037049833108,0.9407767784809312,0.9217906169546496,Dani Megert,Markus Keller,Martin Aeschlimann,Benno Baumgartner,Dirk Baeumer,Tobias Widmer,teicher,Adam Kiezun,Erich Gamma,Darin Wright,579.9893354031942,463.00027600972936,381.5597215264245,170.5652392647096,131.25154177159195,113.88736569046264,105.72000303636128,104.85274344226023,67.02698536787956,66.62473870565208,2009-12-03 10:04:31
437,6111,367465,0,1,1,1,1,1,JDT-UI,Dani Megert,Dani Megert,Benno Baumgartner,212554,0.25925925925925924,Benno Baumgartner,Martin Aeschlimann,Markus Keller,Tobias Widmer,JDT-UI-Inbox,Dani Megert,Dirk Baeumer,Erich Gamma,Adam Kiezun,Till Bay,4.8899045002352235,3.5984565713173775,2.8129151852463745,2.7194679186126574,2.5749066789757853,2.372969882017712,2.3599539655408113,1.5796115565822275,1.077695605996468,0.9486519242206092,Dani Megert,Markus Keller,Benno Baumgartner,Deepak Azad,Martin Aeschlimann,Tobias Widmer,teicher,Dirk Baeumer,Raksha Vasisht,Andre Weinand,1.0875245243561695,0.6192132648750548,0.6133811683314949,0.4581230793981729,0.25684535825465993,0.24219692955709626,0.2381815974671182,0.2344660538425353,0.2331490900588039,0.2301608639418705,Markus Keller,Benno Baumgartner,Dani Megert,Martin Aeschlimann,Deepak Azad,Tobias Widmer,teicher,Dirk Baeumer,Adam Kiezun,Erich Gamma,226.7038489249965,225.408438628574,171.58954392801675,119.96718651719488,107.85656682754671,83.11344654567269,72.49561121357463,65.94580083294775,56.33588586365055,45.885521483447505,2011-12-22 23:30:42
182,5856,313943,1,1,1,1,1,1,JDT-Text,Markus Keller,Markus Keller,Markus Keller,75465,0.17647058823529413,Dani Megert,JDT-Text-Inbox,Martin Aeschlimann,Benno Baumgartner,Deepak Azad,Tom Hofmann,Markus Keller,Christof Marti,Kai-Uwe Maetzel,Claude Knaus,5.089085697547872,4.933565945668604,2.5250618011359043,2.476677974872536,2.298742169024321,2.053478848466176,1.92986444085866,1.0233614016312436,0.9812307168759736,0.6392228468894099,Markus Keller,Dani Megert,Deepak Azad,Benno Baumgartner,Martin Aeschlimann,teicher,Raksha Vasisht,Tobias Widmer,Dirk Baeumer,Andre Weinand,1.890220311069088,1.1553653895001066,0.27452022785337543,0.20001004911081285,0.19348761739563067,0.15529858171477898,0.12906127552395347,0.11836758255461448,0.11575588260126345,0.1134155344419124,Dani Megert,Markus Keller,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,teicher,Dirk Baeumer,Kai-Uwe Maetzel,Erich Gamma,Christof Marti,211.1584304323689,122.57161969273923,59.92804025099095,53.89113828733223,43.8503273519726,43.512752995883226,32.91294671035265,20.654266849180544,20.608053441593487,18.690370514353305,2010-05-21 17:01:03
443,6117,369558,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,42655,0.29411764705882354,Martin Aeschlimann,Markus Keller,Benno Baumgartner,JDT-UI-Inbox,Dani Megert,Dirk Baeumer,Tobias Widmer,Erich Gamma,Adam Kiezun,Platform-Text-Inbox,2.611357066435049,2.561485487184131,2.0158748697226536,1.8420552708198303,1.833996818849704,1.7685653906382246,1.4445938749845768,1.18448075752526,1.0591838483268028,0.7488208420023131,Deepak Azad,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,teicher,Tobias Widmer,Raksha Vasisht,Dirk Baeumer,Erich Gamma,1.4022547649611714,0.9856705612464688,0.452587109126669,0.23970051501630785,0.23958568699674124,0.2270930139958009,0.2270489558132439,0.22624960279680786,0.21520800780750166,0.2117723257197084,Dani Megert,Markus Keller,Martin Aeschlimann,Deepak Azad,Benno Baumgartner,Dirk Baeumer,Tobias Widmer,Adam Kiezun,teicher,Darin Wright,820.5710242987607,468.386667069968,339.66070778391486,269.80333949751866,123.2416780681362,119.09342963991544,94.94026397366972,94.91146254058286,85.41162281010891,63.3836480197759,2012-01-24 17:24:16
576,6250,410830,1,1,1,1,1,1,JDT-Text,Dani Megert,Dani Megert,Dani Megert,64108,0.14545454545454545,Dani Megert,JDT-Text-Inbox,Tom Hofmann,Markus Keller,Christof Marti,Benno Baumgartner,Martin Aeschlimann,Deepak Azad,Claude Knaus,Kai-Uwe Maetzel,18.55208316368048,18.38442209297443,11.994438997589473,6.884813793226348,6.680840719466599,5.8095238012758585,5.7604873318318175,4.9181088810926905,3.3548017777459784,2.7455364079058024,Markus Keller,Noopur Gupta,Dani Megert,Manju Mathew,teicher,Tobias Widmer,Dirk Baeumer,Deepak Azad,Claude Knaus,Martin Aeschlimann,1.1157307826059712,1.0752747769822513,0.9356123639241222,0.7709706355434002,0.5362287205738208,0.5193277761904658,0.492915370521029,0.4382391591486132,0.4367671553120465,0.32752052288492073,Markus Keller,Noopur Gupta,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Christof Marti,Tobias Widmer,Deepak Azad,Dirk Baeumer,teicher,90.76376380864781,70.88633850830783,50.935296584518774,31.025486580627852,25.24803773646107,22.618579588412896,21.37780139224326,20.11862051944426,19.700463865512862,18.55755754131387,2013-06-14 15:30:38
454,6128,373885,0,1,1,1,1,1,JDT-UI,Dani Megert,Dani Megert,Markus Keller,239695,0.10559006211180123,Martin Aeschlimann,Markus Keller,Benno Baumgartner,JDT-UI-Inbox,Dani Megert,Dirk Baeumer,Tobias Widmer,Erich Gamma,Adam Kiezun,Claude Knaus,25.93294210081625,18.401216259979343,16.93022211052468,15.819818912699395,15.574904828152551,13.844147832997296,13.313635596382158,9.285229407781207,7.1597514520065895,4.600794006294863,Dani Megert,Markus Keller,Deepak Azad,Martin Aeschlimann,Tobias Widmer,teicher,Adam Kiezun,Benno Baumgartner,Dirk Baeumer,Erich Gamma,4.894747803220423,4.667864822231217,2.8933661190357705,2.34989666416674,2.17718926456729,1.9156252988170042,1.8944694687065335,1.8528718133156428,1.8184322949021408,1.6322185134400042,Markus Keller,Deepak Azad,Martin Aeschlimann,Dani Megert,Benno Baumgartner,Tobias Widmer,teicher,Dirk Baeumer,Erich Gamma,Kai-Uwe Maetzel,833.7511495030757,224.39760117320918,189.0683405054664,164.77928169165574,97.71767392941959,85.34788388554999,77.98857904424254,71.23349397137684,51.95231962332874,40.91593363001963,2012-03-11 12:23:01
459,6133,374264,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,159337,0.14049586776859505,Martin Aeschlimann,Markus Keller,Benno Baumgartner,JDT-UI-Inbox,Tobias Widmer,Dirk Baeumer,Claude Knaus,Dani Megert,Adam Kiezun,Erich Gamma,37.721146492173375,36.04751652624022,35.26441753400415,30.023543293145558,27.321888717232934,21.43388463997199,14.687085864075707,12.800425927487414,10.298236684611142,9.399982166071775,Dani Megert,Marcel Bruch,Markus Keller,Deepak Azad,Raksha Vasisht,teicher,Martin Aeschlimann,Tobias Widmer,Adam Kiezun,Benno Baumgartner,15.031356663156455,14.662717298381734,12.754079671485494,10.053785148353263,2.9990301444417966,2.8939979325183507,2.573661062282728,2.5429525065374965,2.4108684063273658,2.376431166340516,Dani Megert,Markus Keller,Benno Baumgartner,Deepak Azad,Martin Aeschlimann,Tobias Widmer,teicher,Dirk Baeumer,Marcel Bruch,Adam Kiezun,412.7288959577351,383.32359192029776,224.3579704593169,185.76172043365798,118.57290722585027,81.94262079818691,71.2239498717057,64.84681160580408,60.86634187406043,55.263761207996815,2012-03-14 16:03:26
461,6135,374920,1,1,1,1,1,1,JDT-UI,Dani Megert,Dani Megert,Dani Megert,157860,0.1153846153846154,Martin Aeschlimann,JDT-UI-Inbox,Markus Keller,Benno Baumgartner,Dirk Baeumer,Dani Megert,Adam Kiezun,Erich Gamma,Tobias Widmer,Claude Knaus,10.97007925916066,6.4142489771334485,6.291131769586119,6.1169400123206135,5.160019985516028,4.9321326690405085,4.0430326628833635,3.935109851467352,3.4789047966556623,2.8649840256186847,Dani Megert,Markus Keller,Deepak Azad,Martin Aeschlimann,teicher,Dirk Baeumer,Benno Baumgartner,Szymon Ptaszkiewicz,Tobias Widmer,Erich Gamma,5.179396050288152,3.1804176818353214,2.289279770289516,0.9510006619885324,0.9408305858366632,0.8135923588453083,0.7671779124054566,0.6843465187425032,0.6343693075456436,0.6172810298988862,Markus Keller,Dani Megert,Benno Baumgartner,Deepak Azad,Martin Aeschlimann,Tobias Widmer,teicher,Dirk Baeumer,Adam Kiezun,Erich Gamma,566.6185101782871,303.88413579906336,224.25592567961624,149.2925254816511,118.50313309363928,81.90718724557705,71.18350173549142,64.8220170480406,55.251215272695674,44.92887750652571,2012-03-21 15:01:51
220,5894,319689,1,1,1,1,1,1,JDT-UI,Dani Megert,Dani Megert,Dani Megert,96814,0.05429864253393665,Martin Aeschlimann,Dani Megert,JDT-UI-Inbox,Markus Keller,Dirk Baeumer,Tobias Widmer,Erich Gamma,Benno Baumgartner,Adam Kiezun,Andre Weinand,92.14534870798285,82.04454916879007,75.82460758403744,70.47479581342333,57.18828826175853,48.355255234912846,43.837491888667955,43.8084546004887,28.597389293779212,26.03749379759833,Markus Keller,Dani Megert,Deepak Azad,Martin Aeschlimann,Raksha Vasisht,Benno Baumgartner,teicher,Dirk Baeumer,Kai-Uwe Maetzel,Tobias Widmer,15.545800063968956,15.212522329569733,8.176531600369087,7.0332067548343495,6.638346561956898,5.234524067082963,5.168135012399794,4.88979117798433,4.859133870306633,4.464386813130772,Markus Keller,Dani Megert,Dirk Baeumer,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,Adam Kiezun,teicher,Andre Weinand,Darin Wright,219.0724801073191,192.63620238263127,138.5387312420669,137.14961251852094,88.03735572898101,69.2085775918261,64.94442716771823,63.98851967705186,56.93368012340848,52.42590793479803,2010-07-13 11:51:35
94,5768,302470,1,1,1,1,1,1,JDT-Text,Dani Megert,Dani Megert,Dani Megert,265638,0.12244897959183673,Dani Megert,JDT-Text-Inbox,Tom Hofmann,Benno Baumgartner,Markus Keller,Martin Aeschlimann,Christof Marti,Tomasz Zarna,Claude Knaus,Adam Kiezun,556.6382387449752,468.569080437105,287.72008316587613,260.6980894923092,180.95980467953999,162.69135501744012,158.49141287982613,92.3970684385365,55.36940044066171,49.343374776611824,Dani Megert,Markus Keller,Martin Aeschlimann,Benno Baumgartner,teicher,Raksha Vasisht,Dirk Baeumer,Tobias Widmer,Kai-Uwe Maetzel,Erich Gamma,38.326297681756955,32.976733810725555,15.02393315264312,10.798942510028992,9.483201820355598,9.104634673283883,8.570218923041567,8.520436220208962,8.12908611316775,7.951200772078717,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,teicher,Dirk Baeumer,Erich Gamma,Kai-Uwe Maetzel,Christof Marti,585.3033263341796,193.0623995038833,143.01581112260428,72.57064655777721,57.40042525536357,53.76535994081211,45.06041752883078,32.11443197222402,24.675847663290032,23.67539796636784,2010-02-10 18:01:21
97,5771,303155,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,33755,0.12121212121212123,Markus Keller,Martin Aeschlimann,Benno Baumgartner,JDT-UI-Inbox,Tobias Widmer,Dani Megert,Dirk Baeumer,Adam Kiezun,Erich Gamma,Till Bay,7.523453212791678,7.2429451018079325,5.950666801974699,5.853632755283858,5.823559363239174,5.02476404238117,4.8650650075699495,3.235447766366806,2.4345334054822434,1.878235487246504,Markus Keller,Dani Megert,Benno Baumgartner,Martin Aeschlimann,Tobias Widmer,teicher,Dirk Baeumer,Andre Weinand,Erich Gamma,Kai-Uwe Maetzel,1.9629544133852888,1.6879171427472603,0.6982066920957186,0.653857756079294,0.5629653352993392,0.549048994193826,0.538680947906544,0.5216236528846258,0.5186149748329729,0.5112014444441302,Dani Megert,Markus Keller,Martin Aeschlimann,Adam Kiezun,Benno Baumgartner,Dirk Baeumer,Darin Wright,Tobias Widmer,teicher,Erich Gamma,248.8366761380853,155.6720641298742,115.02743889906408,106.22730349689486,83.70219039722262,70.24598937533733,63.86460119980878,49.04930658517329,46.54528174214443,42.006966425469535,2010-02-18 08:13:04
98,5772,303163,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,177796,0.6363636363636364,Martin Aeschlimann,JDT-UI-Inbox,Markus Keller,Benno Baumgartner,Dani Megert,Tobias Widmer,Dirk Baeumer,Erich Gamma,Adam Kiezun,Platform-Text-Inbox,2.9479685477932316,2.8283660267194097,2.6087901053437403,2.3293035031556477,2.15857925892609,1.7576167527505566,1.673014381993022,1.1359597419519765,0.9630348221164868,0.7826936870621213,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,teicher,Tobias Widmer,Dirk Baeumer,Raksha Vasisht,Erich Gamma,Claude Knaus,0.9918145357366258,0.7624399373077939,0.3086978100164023,0.3009809206797265,0.29724771009980144,0.2589104172618084,0.2505590844249091,0.23792436725748695,0.23680127539654305,0.23326518452705075,Benno Baumgartner,Dani Megert,Markus Keller,Martin Aeschlimann,Tobias Widmer,teicher,Dirk Baeumer,Adam Kiezun,Erich Gamma,Christof Marti,395.0870094364225,332.5614870996829,255.17056658368654,145.40361547615367,99.60985996398172,88.37381096397046,76.07000632793671,62.57272286199623,52.7144355527241,47.37744109189975,2010-02-18 10:28:25
